"ocl";"chl";"chl2";"chl3";"chl4";"chl1a";"chl2a";"chl3a";"el";"bins"
"Trachyphyllia bilobata";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Tridacna derasa";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Tridacna gigas";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;14
"Tridacna rudis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Trigoniocardia aminensis.1";-4.00733318523247;-0.693147180559945;0;0;0;-1;0;0;0;14
"Trigoniocardia haitensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Trigoniocardia hannai";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Trigoniocardia maturensis";-3.29583686600433;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Trigonulina bowdenensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Trinitasia sanctiandreae.1";-4.00733318523247;0;0;NA;NA;0;0;NA;0;14
"Triphora maharatai";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Triphora pyramidalis";-4.34380542185369;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;14
"Trivirostra oryza";-3.63758615972639;0.693147180559945;NA;NA;NA;1;NA;NA;1;14
"Trochoseris florescens";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Trochus maculatus";-4.34380542185369;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Trochus padangensis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Trochus radiatus";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Trypostega venusta";-3.63758615972639;0.693147180559945;NA;NA;NA;1;NA;NA;1;14
"Tucetona acuticostata";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Tucetona convexa";-3.63758615972639;0;NA;NA;NA;0;NA;NA;1;14
"Tucetona pectinata.1";-3.23474917402449;-0.916290731874155;-0.916290731874155;0.182321556793955;-0.51082562376599;-1;-1;0;0;14
"Tucetona secticostata";-3.63758615972639;0.693147180559945;NA;NA;NA;1;NA;NA;1;14
"Tudivasum oostinghi";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Turbinella praelaevigata";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;14
"Turbinella trinitatis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Turbo castanea";-4.29387824789717;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Turbo dominicensis";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;14
"Turbo petholatus.1";-4.34380542185369;-0.693147180559945;-1.38629436111989;-0.693147180559945;NA;-1;-2;-1;0;14
"Turbo rutteni";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Turboella elimattae";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Turbonilla vixcostata";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Turricula javana";-3.30810695859614;0;NA;NA;NA;0;NA;NA;0;14
"Turritella abrupta.1";-3.30810695859614;-0.287682072451781;1.09861228866811;1.09861228866811;1.09861228866811;-1;0;0;0;14
"Turritella aguilerae";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;14
"Turritella altilira.1";-3.30810695859614;-0.287682072451781;0;-0.22314355131421;0.470003629245735;-1;0;-1;0;14
"Turritella assimilis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Turritella berjadinensis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;14
"Turritella bifastigata.1";-3.30810695859614;-0.51082562376599;1.09861228866811;1.09861228866811;1.09861228866811;-1;0;0;0;14
"Turritella cingulifera";-4.06731588983418;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Turritella gatunensis.1";-3.72569342723665;-0.693147180559945;-0.693147180559945;0.693147180559945;0;-1;-1;0;0;14
"Turritella matarucana.1";-3.72569342723665;-0.405465108108164;0.693147180559946;0.693147180559946;0.693147180559946;-1;0;0;0;14
"Turritella mimetes";-2.56494935746154;0.693147180559945;NA;NA;NA;1;NA;NA;0;14
"Turritella planigyrata";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Turritella subvariabilis.1";-4.34380542185369;0;0;NA;NA;0;0;NA;1;14
"Turritella tanaguraensis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Turritella turris.1";-4.34380542185369;-0.693147180559945;-0.693147180559945;NA;NA;-1;-1;NA;1;14
"Turritella uvasana";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Turritella vistana.1";-4.34380542185369;0;0;0;NA;0;0;0;1;14
"Turritriton domingensis";-3.72569342723665;-1.09861228866811;NA;NA;NA;-1;NA;NA;0;14
"Tylospira coronata";-2.91777073208428;0.287682072451781;NA;NA;NA;1;NA;NA;1;14
"Typhina alata";-3.72569342723665;0;NA;NA;NA;0;NA;NA;0;14
"Umbilia hesitata";-4.34380542185369;-1.09861228866811;NA;NA;NA;-1;NA;NA;1;14
"Urosalpinx subrusticus";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Valvata obtusaeformis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Vanikoro gueriniana";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Varicospira javana";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Venericardia leonensis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Ventricolaria blandiana";-3.72569342723665;0;NA;NA;NA;0;NA;NA;0;14
"Venus multilamella.1";-3.63758615972639;0;-0.405465108108164;0.287682072451781;-0.405465108108164;0;-1;0;0;14
"Vermetus javanus";-3.72569342723665;0.405465108108165;NA;NA;NA;1;NA;NA;0;14
"Vermicularia lumbricalis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Vermicularia spirata";-4.87519732320115;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Vermicularia woodringi";-4.91998092582812;0;NA;NA;NA;0;NA;NA;0;14
"Vexillum gembacana.1";-3.63758615972639;0;0;NA;NA;0;0;NA;1;14
"Vicarya callosa.1";-3.63758615972639;0;0;0;NA;0;0;0;1;14
"Vokesimurex messorius.1";-4.21950770517611;-1.09861228866811;-0.693147180559946;-0.287682072451782;0.405465108108163;-1;0;1;0;14
"Vokesimurex polynematicus";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Volvulella oxytata.1";-3.63758615972639;0;0.693147180559945;0.693147180559945;0.693147180559945;0;1;1;1;14
"Volvulella phoinicoides.1";-4.34380542185369;0;0;NA;NA;0;0;NA;1;14
"Xenophora delecta";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;14
"Xestoleberis reymenti";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Yoldia chojensis.1";-4.34380542185369;-0.693147180559945;0;0;0;-1;0;0;1;14
"Yoldia laevis";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;14
"Yoldia longa";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Yoldia nitida.1";-3.63758615972639;0;0.693147180559945;0.693147180559945;0.693147180559945;0;1;1;1;14
"Yoldia notabilis";-2.13350876295011;0.405465108108165;NA;NA;NA;1;NA;NA;0;14
"Yoldia seminuda";-4.34380542185369;0;NA;NA;NA;0;NA;NA;0;14
"Zenatiopsis angustata.1";-4.00733318523247;0;0;0;NA;0;0;0;0;14
"Zonaria fabagina";-4.34380542185369;0;NA;NA;NA;0;NA;NA;1;14
"Zygochlamys actinodes";-4.34380542185369;-1.09861228866811;NA;NA;NA;-1;NA;NA;1;14
"Acanthastrea echinata";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;15
"Acanthina obesa.1";-4.00733318523247;-0.693147180559945;0;NA;NA;-1;0;NA;1;15
"Acanthocardia cinderellae";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Acanthocardia echinata.1";-2.78809290877575;0.405465108108164;1.09861228866811;NA;NA;1;2;NA;0;15
"Acanthotrophon striatus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Acar clathrata";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;15
"Acharax johnsoni.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Acila isthmica.1";-4.43081679884332;0;-0.693147180559945;NA;NA;0;-1;NA;0;15
"Acropora cervicornis";-3.46573590279973;0.405465108108164;NA;NA;NA;1;NA;NA;0;15
"Acrosterigma linguatigris.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Acteocina bullata.2";-4.43081679884332;0;-0.693147180559945;0;NA;0;-1;0;0;15
"Acteocina canaliculata.1";-4.06731588983418;0;-0.693147180559945;NA;NA;0;-1;NA;0;15
"Admetula zalayana";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Adrana newcombi.1";-4.00733318523247;0;-0.693147180559945;NA;NA;0;-1;NA;1;15
"Aequipecten opercularis.2";-3.76120011569356;1.38629436111989;0.28768207245178;-0.117783035656384;NA;1;0;-1;0;15
"Aequipecten seniensis";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;15
"Agaricia agaricites.1";-3.27714473299218;0;1.09861228866811;NA;NA;0;1;NA;0;15
"Agaricia lamarcki.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;15
"Agaronia testacea.2";-4.43081679884332;0;0;0;NA;0;0;0;0;15
"Agatrix losquemadica";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Aloidis scaphoides.1";-3.51154543883102;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Amalda albocallosa.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Amaura guppyi.1";-3.72569342723665;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Americardia guppyi";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Americardia media";-3.65325227647079;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Americardia stewarti";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Amiantis domeykoana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Ammonia beccarii.1";-4.00733318523247;-0.693147180559945;0;NA;NA;-1;0;NA;0;15
"Amusium mortoni.1";-3.51154543883102;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Amusium papyraceum.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Amusium toulae.2";-4.43081679884332;-1.09861228866811;-0.693147180559945;0;0;-1;0;1;0;15
"Anadara actinophora.1";-4.43081679884332;0;-0.693147180559945;NA;NA;0;-1;NA;0;15
"Anadara antiquata.1";-2.43141796483702;-0.287682072451781;1.09861228866811;NA;NA;-1;0;NA;0;15
"Anadara biformis.1";-3.30810695859614;1.09861228866811;0;NA;NA;1;0;NA;0;15
"Anadara brasiliana";-4.00733318523247;0;NA;NA;NA;0;NA;NA;0;15
"Anadara chiriquiensis.2";-4.00733318523247;0;0;0;0;0;0;0;1;15
"Anadara dariensis.2";-3.72569342723665;-0.405465108108164;9.99200722162641e-16;0.693147180559946;9.99200722162641e-16;-1;0;1;0;15
"Anadara filicata.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Anadara golfoyaquensis.1";-3.72569342723665;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Anadara grandis.2";-3.29583686600433;0.693147180559945;-0.693147180559945;-0.287682072451781;0.405465108108164;1;0;1;1;15
"Anadara granosa";-3.98898404656427;0.405465108108164;NA;NA;NA;1;NA;NA;0;15
"Anadara henekeni.1";-3.72569342723665;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Anadara hindsi.1";-3.72569342723665;0.693147180559945;0;NA;NA;1;0;NA;0;15
"Anadara hispaniolana";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Anadara inaequilateralis.1";-3.72569342723665;-0.405465108108164;0.693147180559946;NA;NA;-1;0;NA;0;15
"Anadara lienosa.2";-4.81014976667463;0;-0.693147180559945;0;NA;0;-1;0;0;15
"Anadara notabilis.1";-3.88156379794344;0.693147180559945;0;NA;NA;1;0;NA;0;15
"Anadara patricia";-3.29583686600433;0.693147180559945;NA;NA;NA;1;NA;NA;1;15
"Anadara rhombea";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Anadara tambacana.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Anadara trilineata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Anadara usiacurii";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Anadara veatchi.1";-4.43081679884332;0;-0.693147180559945;NA;NA;0;-1;NA;0;15
"Anazola gibbosa.1";-4.43081679884332;0;-0.693147180559945;NA;NA;0;-1;NA;0;15
"Ancilla cinnamomea.2";-4.43081679884332;-0.693147180559945;0;-0.693147180559945;NA;-1;0;-1;0;15
"Angulus umbra";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Anomia ephippium.2";-3.88156379794344;0;0;-0.693147180559945;0.693147180559945;0;0;-1;0;15
"Anomia gabbi";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Anomia indecisa";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Anomia peruviana.1";-2.7408400239252;0.693147180559945;0.287682072451781;NA;NA;1;0;NA;0;15
"Anomia simplex.1";-2.18605127673809;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Antillipecten quemadosensis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Antillocyathus alatus.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Antillocyathus cristatus.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Antillocyathus maoensis.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Antillophos candei.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Antillophos elegans";-3.51154543883102;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Antillophos mexicanus.2";-3.30810695859614;1.09861228866811;1.09861228866811;1.09861228866811;NA;1;1;1;0;15
"Antillophos moorei.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Antillophos pitti";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Antropora typica";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;15
"Aphelesia bipartita";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Aphera islacolonis.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Arca compacta";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Arca imbricata.2";-3.20545280453606;0.405465108108164;1.09861228866811;1.09861228866811;1.09861228866811;1;2;2;0;15
"Arca noae.2";-3.16758253048065;0.510825623765991;0.510825623765991;0.510825623765991;1.89711998488588;1;1;1;0;15
"Arca occidentalis.2";-4.17438726989564;0;0;0.693147180559945;NA;0;0;1;0;15
"Arca zebra";-3.46573590279973;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Architectonica maxima.1";-3.88156379794344;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;15
"Architectonica nobilis.2";-2.00148000021012;0.693147180559945;0.693147180559945;0.916290731874155;0.7339691750802;1;1;2;0;15
"Architectonica perspectiva.1";-3.04452243772342;0.693147180559945;0.287682072451781;NA;NA;1;0;NA;0;15
"Arcinella antiquata.1";-3.72569342723665;0;0;NA;NA;0;0;NA;0;15
"Arcinella arcinella.2";-4.06731588983418;0;-0.405465108108164;0.693147180559946;NA;0;-1;0;0;15
"Arcinella cornuta";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;15
"Arcopagia crassa";-4.58496747867057;0;NA;NA;NA;0;NA;NA;0;15
"Arcopsis adamsi.2";-4.42911467077278;0;0;0;NA;0;0;0;0;15
"Argopecten demiurgus";-4.00733318523247;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;15
"Argopecten eccentricus.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Argopecten inaequalis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Argopecten levicostatus.2";-3.72569342723665;0.405465108108164;0.405465108108164;1.09861228866811;1.09861228866811;1;1;2;0;15
"Argopecten parathetidis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Argopecten thetidis.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Argopecten venezuelanus.2";-4.00733318523247;0;0;0;0;0;0;0;1;15
"Argopecten ventricosus.1";-2.7408400239252;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Astarte alaskensis.1";-3.72569342723665;0;0;NA;NA;0;0;NA;0;15
"Asterosmilia abnormalis.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Astrea curta";-3.88156379794344;0;NA;NA;NA;0;NA;NA;0;15
"Astreopora myriophthalma";-3.29583686600433;0.693147180559945;NA;NA;NA;1;NA;NA;1;15
"Aulica scapha";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Balanus amphitrite.1";-4.00733318523247;0;0.693147180559945;NA;NA;0;1;NA;1;15
"Barbatia barbata.2";-3.46573590279973;0.405465108108164;0.405465108108164;-0.287682072451781;0.22314355131421;1;1;0;0;15
"Barbatia inusitata";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Bittium yaguense.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Bivetiella dariena.2";-4.43081679884332;-1.09861228866811;-1.38629436111989;-0.693147180559946;NA;-1;-2;-1;0;15
"Bivetiella epistomifera.1";-4.00733318523247;0;-0.693147180559945;NA;NA;0;-1;NA;1;15
"Bivetopsia plectilis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Bolivinita pliozea";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Bothrocorbula viminea.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Bowdenatheca jamaicensis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Buliminella elegantissima";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Bursa amphitrites.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Bursa grayana";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Bursa rugosa.2";-3.09104245335832;0.405465108108164;0;1.09861228866811;-0.28768207245178;1;0;1;0;15
"Calliostoma decipiens.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Calliostoma grabaui.2";-3.29583686600433;0;0.693147180559945;0.693147180559945;NA;0;1;1;1;15
"Calliostoma olssoni.1";-3.72569342723665;0.693147180559945;0;NA;NA;1;0;NA;0;15
"Calloarca submarylandica";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Calyptraea centralis.2";-3.88156379794344;0.693147180559945;-0.916290731874155;-1.11022302462516e-16;-1.11022302462516e-16;1;0;1;0;15
"Calyptraea filosa";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Cancellaria anomoia.2";-4.43081679884332;-0.693147180559945;-0.693147180559945;0;NA;-1;-1;0;0;15
"Cancellaria guppyi.1";-4.00733318523247;-0.693147180559945;0;NA;NA;-1;0;NA;1;15
"Cancellaria harrisi";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Cancellaria petiti";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Cancellaria pilula";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Cancilla flammea";-3.51154543883102;0;NA;NA;NA;0;NA;NA;0;15
"Carcharocles megalodon.1";-4.00733318523247;0;-0.693147180559945;NA;NA;0;-1;NA;1;15
"Cardiomya distira";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Cardiomya islahispaniolae.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Carditamera arata";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Cardites antiquatus.1";-4.00733318523247;0;0;NA;NA;0;0;NA;0;15
"Carinodrillia fusiformis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Caryocorbula helenae.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Cassis altispira.1";-4.43081679884332;-0.693147180559945;0;NA;NA;-1;0;NA;0;15
"Cassis sulcifera.1";-4.43081679884332;0;-0.693147180559945;NA;NA;0;-1;NA;0;15
"Caulastrea portoricensis";-3.09104245335832;1.09861228866811;NA;NA;NA;1;NA;NA;0;15
"Cellaria fistulosa";-3.72569342723665;0;NA;NA;NA;0;NA;NA;0;15
"Celleporaria brunnea";-4.21950770517611;0;NA;NA;NA;0;NA;NA;0;15
"Cerastoderma edule.2";-3.88156379794344;0;0;0;NA;0;0;0;0;15
"Ceratotrochus duodecimcostatus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Cerithidea jenkinsi";-4.43081679884332;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;15
"Cerithium dominicense.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Cerithium microlineatum.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Cerithium obesum.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Cerithium simplex";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Cerithium venustum.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Cerithium vulgatum.2";-3.88156379794344;0;0.693147180559945;0;NA;0;1;0;0;15
"Chagrepecten paracactaceus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Chama congregata";-3.69511000386457;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Chama involuta.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Chama placentina";-3.72569342723665;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Charonia variegata.1";-4.21950770517611;0;0;NA;NA;0;0;NA;0;15
"Cheilea equestris.1";-4.43081679884332;0;0.693147180559945;NA;NA;0;1;NA;0;15
"Chesaconcavus proteus.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Chicoreus adelosus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Chicoreus amplius";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Chicoreus compactus.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Chicoreus cornurectus.1";-3.30810695859614;0.405465108108164;0.405465108108164;NA;NA;1;1;NA;0;15
"Chicoreus domingensis.1";-3.72569342723665;0;0;NA;NA;0;0;NA;0;15
"Chicoreus formosus";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Chione cancellata.1";-2.95751106073379;1.09861228866811;1.09861228866811;NA;NA;1;1;NA;0;15
"Chione hendersoni.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Chionopsis woodwardi.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Chlamys cosibensis";-3.30810695859614;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;15
"Chlamys scabrellus.2";-3.30810695859614;0.693147180559945;0.693147180559945;0.693147180559945;1.79175946922805;1;1;1;0;15
"Chlamys senatoria.1";-2.77258872223978;-0.405465108108164;-1.09861228866811;NA;NA;-1;-2;NA;0;15
"Chlorostoma quipua";-4.43081679884332;0;NA;NA;NA;0;NA;NA;0;15
"Cibicides lobatulus";-4.00733318523247;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;15
"Circe scripta.1";-4.58496747867057;0;0;NA;NA;0;0;NA;0;15
"Clathrodrillia islalindae.1";-4.00733318523247;0;-0.693147180559945;NA;NA;0;-1;NA;1;15
"Clathrodrillia venusta.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Clava plebeia";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Clementia papyracea.1";-3.62434093297636;0.405465108108164;-0.287682072451781;NA;NA;1;0;NA;0;15
"Clypeaster altus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Clypeaster caudatus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Codakia orbicularis.1";-3.5368099404905;0.693147180559945;0.693147180559945;NA;NA;1;1;NA;0;15
"Colpophyllia natans";-3.88156379794344;0.693147180559945;NA;NA;NA;1;NA;NA;0;15
"Conasprella ageri";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conasprella cercadensis.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Conasprella kitteredgei";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conasprella sauros.1";-4.00733318523247;-0.693147180559945;0;NA;NA;-1;0;NA;1;15
"Conasprella stenostoma.1";-4.43081679884332;0;-0.693147180559945;NA;NA;0;-1;NA;0;15
"Conasprelloides multiliratus.2";-3.72569342723665;0;-0.405465108108164;0;0;0;-1;0;0;15
"Conasprelloides planiliratus.1";-3.00815479355255;1.38629436111989;0.693147180559945;NA;NA;1;0;NA;0;15
"Concavus concavus.2";-3.16758253048065;0.693147180559945;-0.405465108108165;0.693147180559945;0.287682072451781;1;0;1;0;15
"Conchocele bisecta.2";-2.77258872223978;0.405465108108164;0.405465108108164;0.810930216216328;1.21639532432449;1;1;2;0;15
"Concholepas kieneri.1";-3.29583686600433;0;1.09861228866811;NA;NA;0;1;NA;1;15
"Conus achatinus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus bellacoensis";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus burckhardti.1";-3.30810695859614;1.09861228866811;0;NA;NA;1;0;NA;0;15
"Conus carlottae";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus catenatus.1";-4.43081679884332;0;0;NA;NA;0;0;NA;0;15
"Conus consobrinus.2";-3.72569342723665;0;-0.693147180559945;0.693147180559945;0.693147180559945;0;-1;0;0;15
"Conus furvoides.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Conus granozonatus.1";-4.43081679884332;-0.693147180559945;0;NA;NA;-1;0;NA;0;15
"Conus humerosus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus imitator.2";-3.30810695859614;0.405465108108164;0;0.405465108108164;0.405465108108164;1;0;1;0;15
"Conus karlschmidti";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus loroisii.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Conus lyelli";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus molis.2";-4.43081679884332;-0.693147180559945;-1.09861228866811;-0.693147180559945;0;-1;-2;-1;0;15
"Conus multiliratus";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus odengensis";-3.72569342723665;-0.693147180559945;NA;NA;NA;-1;NA;NA;0;15
"Conus olssoni";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Conus sewalli";-3.29583686600433;0;NA;NA;NA;0;NA;NA;1;15
"Conus spurius.1";-3.46573590279973;1.09861228866811;0;NA;NA;1;0;NA;0;15
"Coralliophaga lithophagella";-4.00733318523247;-0.693147180559945;NA;NA;NA;-1;NA;NA;1;15
"Corbula gibba.2";-3.88156379794344;0;-0.287682072451781;-0.287682072451781;0.117783035656383;0;-1;-1;0;15
"Corbula mekranica";-4.00733318523247;0;NA;NA;NA;0;NA;NA;1;15
"Corbula melajoensis.1";-4.00733318523247;0;0;NA;NA;0;0;NA;1;15
"Corbula sanctidominici";-3.29583686600433;0.693147180559945;NA;NA;NA;1;NA;NA;1;15
